1433,Paul,Berry,Paul Berry
1434,Madeleine,Duncan,Madeleine Duncan
1435,Steven,Russell,Steven Russell
1436,Julian,Roberts,Julian Roberts
1437,Alan,Dickens,Alan Dickens
1438,Anne,Harris,Anne Harris
1439,Kimberly,Edmunds,Kimberly Edmunds
1440,Nicholas,Underwood,Nicholas Underwood
1441,Christopher,Scott,Christopher Scott
1442,Natalie,Johnston,Natalie Johnston
1443,Blake,Howard,Blake Howard
1444,Joseph,Jackson,Joseph Jackson
1445,Leonard,Stewart,Leonard Stewart
1446,Stephanie,Paterson,Stephanie Paterson
1447,Sarah,Bond,Sarah Bond
1448,Diana,Ball,Diana Ball
1449,Irene,Ogden,Irene Ogden
1450,Nicholas,Gray,Nicholas Gray
1451,Edward,Kelly,Edward Kelly
1452,Bella,Churchill,Bella Churchill
1453,Trevor,Piper,Trevor Piper
1454,Evan,Howard,Evan Howard
1455,Christopher,Butler,Christopher Butler
1456,Ruth,Oliver,Ruth Oliver
1457,Christopher,Burgess,Christopher Burgess
1458,Sue,Chapman,Sue Chapman
1459,Leah,Ince,Leah Ince
1460,Jan,Stewart,Jan Stewart
1461,Joanne,Bower,Joanne Bower
1462,Maria,Glover,Maria Glover
1463,Austin,Bailey,Austin Bailey
1464,Penelope,McLean,Penelope McLean
1465,Julian,Pullman,Julian Pullman
1466,Alan,Lyman,Alan Lyman
1467,Simon,Hart,Simon Hart
1468,Alexandra,Cameron,Alexandra Cameron
1469,Peter,Dyer,Peter Dyer
1470,Leonard,Walsh,Leonard Walsh
1471,Ruth,Ince,Ruth Ince
1472,Lily,Kerr,Lily Kerr
1473,Bella,Knox,Bella Knox
1474,Alexandra,May,Alexandra May
1475,Elizabeth,Nash,Elizabeth Nash
1476,Zoe,MacDonald,Zoe MacDonald
1477,Sally,May,Sally May
1478,Tim,Walker,Tim Walker
1479,Jacob,Welch,Jacob Welch
1480,Cameron,Campbell,Cameron Campbell
1481,Ruth,Peake,Ruth Peake
1482,Stephen,Howard,Stephen Howard
1483,Sophie,Roberts,Sophie Roberts
1484,Charles,Young,Charles Young
1485,Lillian,Black,Lillian Black
1486,James,Bond,James Bond
1487,Tracey,Rutherford,Tracey Rutherford
1488,Carolyn,Poole,Carolyn Poole
1489,Emily,Howard,Emily Howard
1490,Leah,Vance,Leah Vance
1491,Colin,Dickens,Colin Dickens
1492,Connor,Campbell,Connor Campbell
1493,Emily,Ferguson,Emily Ferguson
1494,Dylan,Martin,Dylan Martin
1495,Liam,Howard,Liam Howard
1496,Christian,Paige,Christian Paige
1497,Amy,Brown,Amy Brown
1498,Dorothy,Nolan,Dorothy Nolan
1499,Cameron,Duncan,Cameron Duncan
1500,Brandon,Hart,Brandon Hart
1501,Amelia,Davies,Amelia Davies
1502,Emma,Hudson,Emma Hudson
1503,Kimberly,Rampling,Kimberly Rampling
1504,Wanda,Parr,Wanda Parr
1505,Wanda,Henderson,Wanda Henderson
1506,Audrey,Mackenzie,Audrey Mackenzie
1507,Felicity,Abraham,Felicity Abraham
1508,Jasmine,Dickens,Jasmine Dickens
1509,Joan,Pullman,Joan Pullman
1510,Wendy,Mills,Wendy Mills
1511,Pippa,Lee,Pippa Lee
1512,Karen,Butler,Karen Butler
1513,Mary,Ince,Mary Ince
1514,Amelia,Dickens,Amelia Dickens
1515,Kevin,Russell,Kevin Russell
1516,Liam,Blake,Liam Blake
1517,Jack,Bond,Jack Bond
1518,Alexandra,Kelly,Alexandra Kelly
1519,Jonathan,Newman,Jonathan Newman
1520,Frank,Hodges,Frank Hodges
1521,Keith,Gibson,Keith Gibson
1522,Rachel,Newman,Rachel Newman
1523,Joan,Thomson,Joan Thomson
1524,Jasmine,Davies,Jasmine Davies
1525,Rose,King,Rose King
1526,Jessica,Hunter,Jessica Hunter
1527,Kevin,Butler,Kevin Butler
1528,Virginia,Ince,Virginia Ince
1529,Amanda,Payne,Amanda Payne
1530,Una,Rees,Una Rees
1531,Simon,Cornish,Simon Cornish
1532,Keith,Cornish,Keith Cornish
1533,Caroline,King,Caroline King
1534,Abigail,Rampling,Abigail Rampling
1535,Peter,Cornish,Peter Cornish
1536,Jan,Hemmings,Jan Hemmings
1537,Ruth,Miller,Ruth Miller
1538,Lily,Baker,Lily Baker
1539,Grace,Nolan,Grace Nolan
1540,Victoria,May,Victoria May
1541,Faith,Paterson,Faith Paterson
1542,Stephen,Henderson,Stephen Henderson
1543,William,Burgess,William Burgess
1544,Lillian,Hodges,Lillian Hodges
1545,Victor,Edmunds,Victor Edmunds
1546,Rose,Stewart,Rose Stewart
1547,Adrian,Harris,Adrian Harris
1548,Joseph,Morgan,Joseph Morgan
1549,Melanie,Murray,Melanie Murray
1550,Wanda,Poole,Wanda Poole
1551,Isaac,Hemmings,Isaac Hemmings
1552,Anna,Wilkins,Anna Wilkins
1553,Karen,Glover,Karen Glover
1554,Sebastian,Walsh,Sebastian Walsh
1555,Julia,Wright,Julia Wright
1556,Anne,Skinner,Anne Skinner
1557,Megan,Miller,Megan Miller
1558,Harry,North,Harry North
1559,Dylan,Wallace,Dylan Wallace
1560,Dominic,Powell,Dominic Powell
1561,Matt,Dyer,Matt Dyer
1562,Joe,Watson,Joe Watson
1563,Carl,MacDonald,Carl MacDonald
1564,Joe,Gibson,Joe Gibson
1565,Alison,Hill,Alison Hill
1566,Joe,Turner,Joe Turner
1567,Mary,McGrath,Mary McGrath
1568,Zoe,MacLeod,Zoe MacLeod
1569,Emma,Martin,Emma Martin
1570,Brian,White,Brian White
1571,Jan,Parr,Jan Parr
1572,Edward,Dickens,Edward Dickens
1573,Gordon,Glover,Gordon Glover
1574,Sebastian,Stewart,Sebastian Stewart
1575,Charles,Abraham,Charles Abraham
1576,Hannah,Black,Hannah Black
1577,Joanne,Dowd,Joanne Dowd
1578,Ava,Newman,Ava Newman
1579,Melanie,Knox,Melanie Knox
1580,Boris,Mills,Boris Mills
1581,Harry,Lee,Harry Lee
1582,Sebastian,Murray,Sebastian Murray
1583,John,Coleman,John Coleman
1584,Justin,King,Justin King
1585,Emma,Black,Emma Black
1586,Alexander,Johnston,Alexander Johnston
1587,Wanda,Bell,Wanda Bell
1588,Michael,Bell,Michael Bell
1589,Austin,Mills,Austin Mills
1590,Heather,Fisher,Heather Fisher
1591,Jane,Piper,Jane Piper
1592,Carl,Coleman,Carl Coleman
1593,Warren,Peake,Warren Peake
1594,Madeleine,Ogden,Madeleine Ogden
1595,Kylie,Springer,Kylie Springer
1596,Deirdre,Harris,Deirdre Harris
1597,Victor,Chapman,Victor Chapman
1598,Wanda,Thomson,Wanda Thomson
1599,Joe,Chapman,Joe Chapman
1600,Joseph,Welch,Joseph Welch
1601,Bernadette,Langdon,Bernadette Langdon
1602,Luke,Lee,Luke Lee
1603,Joanne,Hardacre,Joanne Hardacre
1604,Carl,Dowd,Carl Dowd
1605,John,Bell,John Bell
1606,Lily,Black,Lily Black
1607,Gordon,Peters,Gordon Peters
1608,Michelle,Ince,Michelle Ince
1609,James,Coleman,James Coleman
1610,Felicity,Lyman,Felicity Lyman
1611,Faith,Reid,Faith Reid
1612,Sonia,Berry,Sonia Berry
1613,Wendy,Thomson,Wendy Thomson
1614,Rebecca,Johnston,Rebecca Johnston
1615,Lillian,Hemmings,Lillian Hemmings
1616,Molly,Hill,Molly Hill
1617,Jonathan,Lambert,Jonathan Lambert
1618,Carl,Hunter,Carl Hunter
1619,Alan,Arnold,Alan Arnold
1620,Michelle,Miller,Michelle Miller
1621,Irene,Sanderson,Irene Sanderson
1622,Keith,Ball,Keith Ball
1623,Chloe,Sutherland,Chloe Sutherland
1624,Anna,Carr,Anna Carr
1625,Keith,Hughes,Keith Hughes
1626,Dylan,Burgess,Dylan Burgess
1627,Leah,Rutherford,Leah Rutherford
1628,Carol,Ball,Carol Ball
1629,Matt,Sutherland,Matt Sutherland
1630,Claire,Wilson,Claire Wilson
1631,Wanda,Pullman,Wanda Pullman
1632,Yvonne,Walsh,Yvonne Walsh
1633,Thomas,Coleman,Thomas Coleman
1634,Kimberly,Alsop,Kimberly Alsop
1635,Jonathan,Randall,Jonathan Randall
1636,Alexander,Vance,Alexander Vance
1637,Sophie,Powell,Sophie Powell
1638,Joshua,Anderson,Joshua Anderson
1639,Carl,Mackay,Carl Mackay
1640,Wendy,Ball,Wendy Ball
1641,Dorothy,Churchill,Dorothy Churchill
1642,Michael,Clark,Michael Clark
1643,Julia,Payne,Julia Payne
1644,Jack,Smith,Jack Smith
1645,Ava,Gibson,Ava Gibson
1646,Austin,Avery,Austin Avery
1647,Victoria,Henderson,Victoria Henderson
1648,Christian,Oliver,Christian Oliver
1649,Claire,Wright,Claire Wright
1650,Anne,Scott,Anne Scott
1651,Sean,Poole,Sean Poole
1652,Nathan,Parsons,Nathan Parsons
1653,John,James,John James
1654,Tracey,James,Tracey James
1655,Una,Hardacre,Una Hardacre
1656,Connor,Smith,Connor Smith
1657,Lucas,Berry,Lucas Berry
1658,Jason,Knox,Jason Knox
1659,Leah,Edmunds,Leah Edmunds
1660,Dorothy,Springer,Dorothy Springer
1661,Rose,Nash,Rose Nash
1662,Amanda,Cornish,Amanda Cornish
1663,Joanne,Knox,Joanne Knox
1664,Justin,Vance,Justin Vance
1665,Christopher,Pullman,Christopher Pullman
1666,Luke,Turner,Luke Turner
1667,Oliver,Springer,Oliver Springer
1668,Sarah,Vaughan,Sarah Vaughan
1669,Warren,Brown,Warren Brown
1670,Ruth,Rees,Ruth Rees
1671,Connor,Hughes,Connor Hughes
1672,Sally,Sanderson,Sally Sanderson
1673,Brian,Reid,Brian Reid
1674,Natalie,Ogden,Natalie Ogden
1675,Leah,Hudson,Leah Hudson
1676,Connor,Brown,Connor Brown
1677,Audrey,Paige,Audrey Paige
1678,Jack,May,Jack May
1679,Tim,Henderson,Tim Henderson
1680,Jake,Smith,Jake Smith
1681,Connor,Jackson,Connor Jackson
1682,Jennifer,Vance,Jennifer Vance
1683,Gordon,Smith,Gordon Smith
1684,Vanessa,Poole,Vanessa Poole
1685,Megan,Harris,Megan Harris
1686,Lillian,Lyman,Lillian Lyman
1687,Claire,Oliver,Claire Oliver
1688,Dylan,Gray,Dylan Gray
1689,Deirdre,Jones,Deirdre Jones
1690,Carolyn,Jones,Carolyn Jones
1691,Joan,Jones,Joan Jones
1692,Elizabeth,Tucker,Elizabeth Tucker
1693,Olivia,Wilson,Olivia Wilson
1694,Michael,Cornish,Michael Cornish
1695,Ryan,Brown,Ryan Brown
1696,Mary,Pullman,Mary Pullman
1697,Jan,King,Jan King
1698,Angela,Quinn,Angela Quinn
1699,Bella,James,Bella James
1700,Vanessa,King,Vanessa King
1701,Rose,Thomson,Rose Thomson
1702,Joshua,White,Joshua White
1703,Donna,Davies,Donna Davies
1704,Diane,Walsh,Diane Walsh
1705,Irene,Edmunds,Irene Edmunds
1706,Oliver,Glover,Oliver Glover
1707,Richard,Rutherford,Richard Rutherford
1708,Gabrielle,Lawrence,Gabrielle Lawrence
1709,Dan,Stewart,Dan Stewart
1710,James,Jackson,James Jackson
1711,Samantha,Brown,Samantha Brown
1712,Jan,Robertson,Jan Robertson
1713,Melanie,Black,Melanie Black
1714,Lillian,Henderson,Lillian Henderson
1715,John,Walsh,John Walsh
1716,Carol,Rees,Carol Rees
1717,Tim,MacDonald,Tim MacDonald
1718,Jacob,Paige,Jacob Paige
1719,Angela,Sanderson,Angela Sanderson
1720,Harry,Greene,Harry Greene
1721,Penelope,White,Penelope White
1722,Chloe,Underwood,Chloe Underwood
1723,Diana,Payne,Diana Payne
1724,Jonathan,James,Jonathan James
1725,Amy,May,Amy May
1726,Steven,Jones,Steven Jones
1727,Hannah,Hill,Hannah Hill
1728,Max,Manning,Max Manning
1729,Emma,Slater,Emma Slater
1730,Emma,Ellison,Emma Ellison
1731,Kylie,Paterson,Kylie Paterson
1732,Melanie,Coleman,Melanie Coleman
1733,Molly,Mackenzie,Molly Mackenzie
1734,Edward,Hughes,Edward Hughes
1735,Robert,Paterson,Robert Paterson
1736,Angela,Rampling,Angela Rampling
1737,Felicity,Paterson,Felicity Paterson
1738,Stewart,Wright,Stewart Wright
1739,Vanessa,Mills,Vanessa Mills
1740,Amanda,Ferguson,Amanda Ferguson
1741,Peter,Miller,Peter Miller
1742,Lucas,Henderson,Lucas Henderson
1743,Jack,Nash,Jack Nash
1744,Boris,Lyman,Boris Lyman
1745,Connor,Allan,Connor Allan
1746,Simon,Murray,Simon Murray
1747,Peter,Wallace,Peter Wallace
1748,Anna,Duncan,Anna Duncan
1749,Chloe,Dickens,Chloe Dickens
1750,Jason,Reid,Jason Reid
1751,Leonard,Hodges,Leonard Hodges
1752,Harry,Parr,Harry Parr
1753,Sue,Metcalfe,Sue Metcalfe
1754,Una,Lyman,Una Lyman
1755,Alexandra,Lewis,Alexandra Lewis
1756,Donna,Ellison,Donna Ellison
1757,John,Ross,John Ross
1758,Kimberly,Hamilton,Kimberly Hamilton
1759,Charles,MacDonald,Charles MacDonald
1760,Charles,McDonald,Charles McDonald
1761,Peter,Nolan,Peter Nolan
1762,Jacob,Dickens,Jacob Dickens
1763,Rachel,Pullman,Rachel Pullman
1764,Matt,White,Matt White
1765,Amelia,Kelly,Amelia Kelly
1766,Gordon,Martin,Gordon Martin
1767,Maria,Butler,Maria Butler
1768,Gavin,Bailey,Gavin Bailey
1769,Maria,King,Maria King
1770,Brandon,Hodges,Brandon Hodges
1771,Warren,Slater,Warren Slater
1772,Megan,Lambert,Megan Lambert
1773,Stephanie,Lawrence,Stephanie Lawrence
1774,David,Mitchell,David Mitchell
1775,Brian,Carr,Brian Carr
1776,Jake,Poole,Jake Poole
1777,Anna,Bell,Anna Bell
1778,David,King,David King
1779,Joan,Baker,Joan Baker
1780,Anna,Burgess,Anna Burgess
1781,Zoe,Hardacre,Zoe Hardacre
1782,Audrey,Jackson,Audrey Jackson
1783,Penelope,Hodges,Penelope Hodges
1784,Rose,Parsons,Rose Parsons
1785,Felicity,McGrath,Felicity McGrath
1786,Sean,Dickens,Sean Dickens
1787,Olivia,Hodges,Olivia Hodges
1788,Sarah,Marshall,Sarah Marshall
1789,Adrian,Avery,Adrian Avery
1790,Sue,Parr,Sue Parr
1791,Blake,Poole,Blake Poole
1792,Sarah,Glover,Sarah Glover
1793,Julian,Wallace,Julian Wallace
1794,Jake,Baker,Jake Baker
1795,Evan,Mackenzie,Evan Mackenzie
1796,Tim,Avery,Tim Avery
1797,Bella,Morgan,Bella Morgan
1798,Jacob,Paterson,Jacob Paterson
1799,Warren,Kelly,Warren Kelly
1800,Samantha,Peters,Samantha Peters
1801,Sean,Rees,Sean Rees
1802,Gavin,Baker,Gavin Baker
1803,Lucas,Davies,Lucas Davies
1804,Rachel,Parsons,Rachel Parsons
1805,Richard,Black,Richard Black
1806,Nicola,Walsh,Nicola Walsh
1807,Penelope,Dowd,Penelope Dowd
1808,Carol,Newman,Carol Newman
1809,Stewart,Wilkins,Stewart Wilkins
1810,Lauren,Arnold,Lauren Arnold
1811,Wanda,Lee,Wanda Lee
1812,Michelle,Kelly,Michelle Kelly
1813,Joanne,Cameron,Joanne Cameron
1814,Robert,Jackson,Robert Jackson
1815,Kylie,Paige,Kylie Paige
1816,Dylan,Bower,Dylan Bower
1817,Colin,Edmunds,Colin Edmunds
1818,Diane,Short,Diane Short
1819,Luke,Howard,Luke Howard
1820,Christian,Hodges,Christian Hodges
1821,Thomas,Morrison,Thomas Morrison
1822,Tracey,Peters,Tracey Peters
1823,Blake,Clark,Blake Clark
1824,Max,McLean,Max McLean
1825,Ian,Lyman,Ian Lyman
1826,Phil,McLean,Phil McLean
1827,Jake,Miller,Jake Miller
1828,Dan,Abraham,Dan Abraham
1829,Joan,Ross,Joan Ross
1830,Katherine,Fisher,Katherine Fisher
1831,Andrew,Clarkson,Andrew Clarkson
1832,Rose,McLean,Rose McLean
1833,Nathan,McGrath,Nathan McGrath
1834,Victor,Langdon,Victor Langdon
1835,Simon,Butler,Simon Butler
1836,Paul,Gibson,Paul Gibson
1837,Wanda,Bower,Wanda Bower
1838,Rebecca,Carr,Rebecca Carr
1839,Max,Ferguson,Max Ferguson
1840,Angela,Langdon,Angela Langdon
1841,Stephanie,Poole,Stephanie Poole
1842,Benjamin,Payne,Benjamin Payne
1843,Boris,Avery,Boris Avery
1844,Chloe,Wilkins,Chloe Wilkins
1845,Richard,Terry,Richard Terry
1846,Evan,Carr,Evan Carr
1847,Richard,Piper,Richard Piper
1848,Owen,Underwood,Owen Underwood
1849,Jonathan,Ferguson,Jonathan Ferguson
1850,Tim,Lawrence,Tim Lawrence
1851,Brandon,MacLeod,Brandon MacLeod
1852,Lisa,Morrison,Lisa Morrison
1853,Rebecca,Blake,Rebecca Blake
1854,Nicola,Ferguson,Nicola Ferguson
1855,Samantha,Glover,Samantha Glover
1856,Grace,Sutherland,Grace Sutherland
1857,Jake,Alsop,Jake Alsop
1858,Brandon,Kelly,Brandon Kelly
1859,Jason,Dickens,Jason Dickens
1860,Michael,Lambert,Michael Lambert
1861,Max,Turner,Max Turner
1862,Amy,McGrath,Amy McGrath
1863,Jacob,Thomson,Jacob Thomson
1864,Boris,Sanderson,Boris Sanderson
1865,Emily,Alsop,Emily Alsop
1866,Mary,Bond,Mary Bond
1867,Sue,Paterson,Sue Paterson
1868,Jane,Morgan,Jane Morgan
1869,Una,Oliver,Una Oliver
1870,Caroline,Roberts,Caroline Roberts
1871,Justin,Avery,Justin Avery
1872,Donna,Wilkins,Donna Wilkins
1873,Gavin,Ellison,Gavin Ellison
1874,Jonathan,Piper,Jonathan Piper
1875,Wanda,Bailey,Wanda Bailey
1876,Jonathan,Lee,Jonathan Lee
1877,Sebastian,Taylor,Sebastian Taylor
1878,Madeleine,Ellison,Madeleine Ellison
1879,Anthony,Nash,Anthony Nash
1880,Una,Bond,Una Bond
1881,Claire,Avery,Claire Avery
1882,Simon,Lyman,Simon Lyman
1883,Bernadette,Rampling,Bernadette Rampling
1884,Caroline,McDonald,Caroline McDonald
1885,Gabrielle,Watson,Gabrielle Watson
1886,Caroline,Harris,Caroline Harris
1887,Leonard,Hill,Leonard Hill
1888,Donna,May,Donna May
1889,Warren,Wilkins,Warren Wilkins
1890,Bella,Hill,Bella Hill
1891,Christopher,Tucker,Christopher Tucker
1892,Madeleine,Terry,Madeleine Terry
1893,Karen,Clarkson,Karen Clarkson
1894,Joseph,Russell,Joseph Russell
1895,Tracey,Churchill,Tracey Churchill
1896,Piers,Bailey,Piers Bailey
1897,Gordon,Hamilton,Gordon Hamilton
1898,Una,Mitchell,Una Mitchell
1899,Joan,Dyer,Joan Dyer
1900,Chloe,Skinner,Chloe Skinner
1901,Gordon,Anderson,Gordon Anderson
1902,Luke,Rutherford,Luke Rutherford
1903,Sam,Terry,Sam Terry
1904,Jason,McLean,Jason McLean
1905,Gordon,Underwood,Gordon Underwood
1906,Paul,Edmunds,Paul Edmunds
1907,Lauren,Gill,Lauren Gill
1908,Sue,Clarkson,Sue Clarkson
1909,Pippa,Hardacre,Pippa Hardacre
1910,Faith,Walsh,Faith Walsh
1911,Megan,Sanderson,Megan Sanderson
1912,Karen,Scott,Karen Scott
1913,John,Kelly,John Kelly
1914,Carl,Butler,Carl Butler
1915,Alison,Nolan,Alison Nolan
1916,Rose,Abraham,Rose Abraham
1917,Theresa,James,Theresa James
1918,David,Johnston,David Johnston
1919,Andrew,Davidson,Andrew Davidson
1920,Rose,Martin,Rose Martin
1921,Grace,Wallace,Grace Wallace
1922,Victor,Smith,Victor Smith
1923,Luke,King,Luke King
1924,Ava,White,Ava White
1925,Amanda,Scott,Amanda Scott
1926,Natalie,Lawrence,Natalie Lawrence
1927,Cameron,Black,Cameron Black
1928,Owen,Tucker,Owen Tucker
1929,Thomas,Paige,Thomas Paige
1930,Brandon,Pullman,Brandon Pullman
1931,Claire,Walsh,Claire Walsh
1932,Ruth,Newman,Ruth Newman
1933,Kevin,White,Kevin White
1934,Oliver,Underwood,Oliver Underwood
1935,Richard,Clarkson,Richard Clarkson
1936,Justin,May,Justin May
1937,Edward,Paterson,Edward Paterson
1938,Eric,Bell,Eric Bell
1939,Evan,Clark,Evan Clark
1940,Lisa,Watson,Lisa Watson
1941,Virginia,Underwood,Virginia Underwood
1942,Richard,Butler,Richard Butler
1943,Fiona,Gill,Fiona Gill
1944,Stephanie,Nash,Stephanie Nash
1945,Justin,Watson,Justin Watson
1946,Grace,Coleman,Grace Coleman
1947,Jennifer,Baker,Jennifer Baker
1948,Dan,Young,Dan Young
1949,Lily,Jones,Lily Jones
1950,Alexander,White,Alexander White
1951,Paul,Fraser,Paul Fraser
1952,Lily,James,Lily James
1953,Bernadette,Paige,Bernadette Paige
1954,Jason,Parsons,Jason Parsons
1955,David,Bailey,David Bailey
1956,Katherine,Ball,Katherine Ball
1957,Felicity,Nolan,Felicity Nolan
1958,Heather,Lyman,Heather Lyman
1959,Leonard,McGrath,Leonard McGrath
1960,Nicola,Russell,Nicola Russell
1961,Mary,White,Mary White
1962,Nicholas,Buckland,Nicholas Buckland
1963,Gabrielle,Chapman,Gabrielle Chapman
1964,Eric,Paige,Eric Paige
1965,Edward,Brown,Edward Brown
1966,Nicholas,Hemmings,Nicholas Hemmings
1967,Sam,Brown,Sam Brown
1968,Sophie,Wilkins,Sophie Wilkins
1969,John,Simpson,John Simpson
1970,John,Hardacre,John Hardacre
1971,Michael,Murray,Michael Murray
1972,Heather,MacDonald,Heather MacDonald
1973,Ruth,Stewart,Ruth Stewart
1974,Michelle,Thomson,Michelle Thomson
1975,Jacob,Butler,Jacob Butler
1976,Joan,Harris,Joan Harris
1977,Lisa,Glover,Lisa Glover
1978,William,Rutherford,William Rutherford
1979,Alexandra,Parr,Alexandra Parr
1980,Virginia,Kerr,Virginia Kerr
1981,Lily,Quinn,Lily Quinn
1982,Ryan,Coleman,Ryan Coleman
1983,Adrian,Stewart,Adrian Stewart
1984,Elizabeth,James,Elizabeth James
1985,Penelope,Mackenzie,Penelope Mackenzie
1986,Richard,Slater,Richard Slater
1987,Joshua,Sharp,Joshua Sharp
1988,Carolyn,Oliver,Carolyn Oliver
1989,Piers,Manning,Piers Manning
1990,Alexander,Newman,Alexander Newman
1991,Chloe,Mathis,Chloe Mathis
1992,Andrea,Walker,Andrea Walker
1993,Neil,Metcalfe,Neil Metcalfe
1994,Trevor,Davidson,Trevor Davidson
1995,Melanie,Ross,Melanie Ross
1996,Benjamin,Lambert,Benjamin Lambert
1997,Stewart,Murray,Stewart Murray
1998,Blake,Ferguson,Blake Ferguson
1999,Tim,Hemmings,Tim Hemmings
2000,Steven,North,Steven North
2001,Leonard,Skinner,Leonard Skinner
2002,Yvonne,Dyer,Yvonne Dyer
2003,Leonard,Nolan,Leonard Nolan
2004,Owen,Henderson,Owen Henderson
2005,Madeleine,Lambert,Madeleine Lambert
2006,Heather,Scott,Heather Scott
2007,Steven,White,Steven White
2008,Luke,Roberts,Luke Roberts
2009,Neil,Powell,Neil Powell
2010,Evan,Thomson,Evan Thomson
2011,Melanie,Ogden,Melanie Ogden
2012,Amy,Dickens,Amy Dickens
2013,Felicity,Sharp,Felicity Sharp
2014,Stephen,Rutherford,Stephen Rutherford
2015,Alexandra,Black,Alexandra Black
2016,Penelope,McGrath,Penelope McGrath
2017,Max,Carr,Max Carr
2018,Carl,Peters,Carl Peters
2019,Hannah,Wilson,Hannah Wilson
2020,Anna,Robertson,Anna Robertson
2021,Alan,Lawrence,Alan Lawrence
2022,Vanessa,May,Vanessa May
2023,Jasmine,Marshall,Jasmine Marshall
2024,Carol,Arnold,Carol Arnold
2025,Ian,Mackay,Ian Mackay
2026,Jacob,Harris,Jacob Harris
2027,Jason,Jackson,Jason Jackson
2028,Grace,Dyer,Grace Dyer
2029,Nicholas,Metcalfe,Nicholas Metcalfe
2030,Wendy,Hudson,Wendy Hudson
2031,Stephanie,Underwood,Stephanie Underwood
2032,Natalie,Stewart,Natalie Stewart
2033,Christian,Powell,Christian Powell
2034,Dan,Peake,Dan Peake
2035,Victoria,Stewart,Victoria Stewart
2036,Anna,Langdon,Anna Langdon
2037,Jake,Rees,Jake Rees
2038,Luke,Lewis,Luke Lewis
2039,Evan,Skinner,Evan Skinner
2040,Peter,Blake,Peter Blake
2041,Austin,Martin,Austin Martin
2042,Neil,Smith,Neil Smith
2043,Gordon,White,Gordon White
2044,Joan,Walsh,Joan Walsh
2045,Sophie,Stewart,Sophie Stewart
2046,Dorothy,Slater,Dorothy Slater
2047,Blake,King,Blake King
2048,Penelope,Bailey,Penelope Bailey
2049,Trevor,Blake,Trevor Blake
2050,Natalie,Paige,Natalie Paige
2051,Victor,Rampling,Victor Rampling
2052,Ryan,Churchill,Ryan Churchill
2053,Bella,Lee,Bella Lee
2054,Justin,Turner,Justin Turner
2055,Piers,Fisher,Piers Fisher
2056,Owen,Duncan,Owen Duncan
2057,Michelle,Nash,Michelle Nash
2058,Evan,Watson,Evan Watson
2059,Emily,Clark,Emily Clark
2060,Carl,Sanderson,Carl Sanderson
2061,Anthony,Newman,Anthony Newman
2062,Rebecca,Vaughan,Rebecca Vaughan
2063,Andrea,Anderson,Andrea Anderson
2064,Dorothy,Buckland,Dorothy Buckland
2065,Molly,Short,Molly Short
2066,Amy,James,Amy James
2067,Jasmine,Gibson,Jasmine Gibson
2068,Joseph,Reid,Joseph Reid
2069,Cameron,Ince,Cameron Ince
2070,Ava,James,Ava James
2071,Rose,Hemmings,Rose Hemmings
2072,Richard,Gray,Richard Gray
2073,Jake,Bower,Jake Bower
2074,Dylan,Rutherford,Dylan Rutherford
2075,Max,Nash,Max Nash
2076,Andrew,Dowd,Andrew Dowd
2077,Max,Gibson,Max Gibson
2078,Steven,Bower,Steven Bower
2079,Faith,Miller,Faith Miller
2080,Christian,Hart,Christian Hart
2081,Christopher,Coleman,Christopher Coleman
2082,Lauren,Johnston,Lauren Johnston
2083,Karen,Dowd,Karen Dowd
2084,Frank,Knox,Frank Knox
2085,Caroline,Marshall,Caroline Marshall
2086,Edward,Rampling,Edward Rampling
2087,Gavin,Paterson,Gavin Paterson
2088,Bernadette,Chapman,Bernadette Chapman
2089,Sue,Gill,Sue Gill
2090,Brian,Hodges,Brian Hodges
2091,Luke,Hamilton,Luke Hamilton
2092,Keith,Vaughan,Keith Vaughan
2093,Rachel,Paige,Rachel Paige
2094,Victor,Nolan,Victor Nolan
2095,Dylan,Parsons,Dylan Parsons
2096,Michelle,McLean,Michelle McLean
2097,Jonathan,Mathis,Jonathan Mathis
2098,Joanne,Wilkins,Joanne Wilkins
2099,Brandon,Black,Brandon Black
2100,Wanda,Powell,Wanda Powell
2101,Felicity,Taylor,Felicity Taylor
2102,Keith,Bell,Keith Bell
2103,Sarah,Clark,Sarah Clark
2104,Madeleine,Sanderson,Madeleine Sanderson
2105,Penelope,Miller,Penelope Miller
2106,Peter,Hodges,Peter Hodges
2107,Brian,Walker,Brian Walker
2108,Felicity,Black,Felicity Black
2109,Claire,McDonald,Claire McDonald
2110,Brian,Simpson,Brian Simpson
2111,Jan,Sharp,Jan Sharp
2112,Bella,Wright,Bella Wright
2113,Jane,White,Jane White
2114,Eric,Underwood,Eric Underwood
2115,Faith,Cornish,Faith Cornish
2116,Madeleine,Skinner,Madeleine Skinner
2117,Lillian,Sanderson,Lillian Sanderson
2118,Owen,Reid,Owen Reid
2119,Robert,Underwood,Robert Underwood
2120,Dorothy,Mitchell,Dorothy Mitchell
2121,Alexandra,Payne,Alexandra Payne
2122,Diana,Reid,Diana Reid
2123,Felicity,Jones,Felicity Jones
2124,Donna,Arnold,Donna Arnold
2125,Amelia,Vance,Amelia Vance
2126,Ryan,Dowd,Ryan Dowd
2127,James,Roberts,James Roberts
2128,Emily,Avery,Emily Avery
2129,Evan,Arnold,Evan Arnold
